name,level,sex,ctime,rcount,like,content
莱特快乐,5,男,1550754219,0,3,这些事情后来都怎样了？
圣都枪神,6,保密,1550700625,0,2,盆友开的挂 ～(￣▽￣～)
生异形哪你们哥俩,6,男,1550583882,1,6,我记得我小时候1818不是是这样的鸭[小电视_吃惊]
rewrite2,5,保密,1550579618,1,5,这和浙江台的1818有什么区别？[小电视_吃惊]是重新配音了吗，还是相当于是BILIBILI新闻？[小电视_困惑]
樱檬_Yuki,5,女,1550497104,0,2,官方号中的陈独秀
信我名字只能取这么长,6,保密,1550469275,0,7,1B1B黄金眼(｀・ω・´)
featuritis,6,男,1550466637,0,2,是我家...[小电视_汗]
青柠味的白开水,5,男,1550377399,0,2,噗哈哈哈，有点儿意思，打麻将的那个深得回首一掏的精髓啊(°∀°)ﾉ
迷之霍比特,6,男,1550351513,0,2,终于更新了啊，高兴的拍了拍旁边的作业。等等...作业...
听话的皮带君,6,保密,1550337311,0,2,这节目终于从一个半正经节目升级为不正经节目了！好皮啊！不过我喜欢！[2233娘_大笑]
SHOKUHUMISaki,6,保密,1550334531,0,2,快乐眼(=・ω・=)
龙舌兰少爷,5,保密,1550333718,5,2,给我一个卖茶的小姐姐的微信呗
怠惰のうまる,6,男,1550333215,0,4,黄金（之风）眼
KyouShiro,5,男,1550332465,2,2,不是……我们杭州的1818还真的有人看啊
阿齐丢失的梦,6,男,1550332211,0,2,你这个黄金眼坏的很！好不容易忘了这春风和行车不规范[小电视_哭泣]你又让我记起来~呜呜呜
吃蘑菇水管工,6,男,1550330083,1,3,越来越会玩了，还有标准结局[小电视_赞]
三花集会,5,女,1550329889,0,2,渐渐成了我的快乐源泉
万和燃烧,5,男,1550329811,0,3,反正我是笑不出来，眼泪在肚子里打转
不科学の小石头,6,保密,1550328781,1,3,两行泪多不通顺嗯?
印第安正统美利坚,6,保密,1550329208,0,6,说到武夷山就让人想到五指山 说到五指山就想章口就来……内心罪恶…所以…谢罪！
小法老了是法老,5,保密,1550328538,0,5,这期梗略多哈2333
落絮__,5,保密,1550328321,0,2,读评论的的是发工资了吗(｀・ω・´)
摩友本鸡煲,6,男,1550328314,0,3,该死的，改革春风和两行泪我刚忘记啊Σ( ￣□￣||)
摩友本鸡煲,6,男,1550327843,0,3,五级的旁友们再不嗨皮你们就六级啦(｀・ω・´)
雪碧Corey,6,男,1550327591,0,2,"北京市第三交通委提醒您……
算了，不提醒了，直接两行泪(｀・ω・´)"
翠头狐狸精,6,保密,1550326263,0,2,你吼辣么大声干嘛？吓到我的寒假宝贝了！(ﾟДﾟ≡ﾟдﾟ)!?
翠头狐狸精,6,保密,1550325861,0,2,大家真的不赶作业？(･∀･)
做猫猫睡大觉,5,保密,1550323145,0,3,@卢 本伟
普朗克长得很帅,6,保密,1550319753,0,2,"前面：朋友一生一起走
真实：被骗"
ConnieTalbot,6,男,1550319722,0,2,标准结局骚到我了
风息风灭,5,保密,1550319943,0,2,"要想上热评就要对自己狠一点！
一个赞戒L一天！"
凌小枫LXF,6,男,1550317896,0,5,感觉整个浙江6频道都被b站tiao教的越来越骚了
Watson_L,6,男,1550317826,0,2,都在B站混熟了，这么会玩梗，我常常因为不够gay与你们格格不入
-Tess,6,男,1550317747,0,2,说到无中生友，我就想到卢来佛祖 下半年中美合拍1818开花眼即将正式开机，我将继续扮演李先生，弘扬正能量，又是你开花，谢谢大家多多支持[小电视_赞]
雨夜咕咕,6,男,1550317000,0,2,看完这个视频的我居然流下了鼻血？！难不成是这个视频太毒了[星梦手记_石化]
望天真麻烦,6,男,1550316937,0,2,哈哈，这期b站味有点浓
Gendo丶,6,男,1550316761,0,2,"后期接地气
一看就是常混站的"
hiugo,5,男,1550316755,0,2,这集要素过多阿
攒六天才够改名吖,5,女,1550316416,0,2,"(^・ω・^ )无中生友
这外挂不是我开的，是我朋友开的。
这个片不是我看的，是我朋友看的。
这个群里的说没前途的妈妈不是我妈妈，是我朋友的妈妈查我朋友手机，登我号的。

(^・ω・^ )"
TC张zero,6,男,1550315453,0,2,等等，第五集呢？
路途径,5,保密,1550315330,0,2,逐渐bilibili化
孤皋游侠,5,男,1550315114,0,2,卢姥爷拿手绝活：无中生友
那丶年丨冬天,6,保密,1550314983,0,2,伞兵一号卢本伟准备就绪～(￣▽￣～)
二灵灵灵,6,保密,1550314932,0,2,唉，第五集呢？？？
卖间九里代,5,保密,1550314892,0,2,一刷新多一个评论，1818实红了
KevinXG,6,男,1550314841,1,2,标题想到了卢姥爷
赤之泪-,6,保密,1550314830,3,4,我第一？
雾_信_,5,女,1550367725,1,4,"／ ￣￣  ＼　 
|　ー　ー  \　 ／￣￣￣￣￣￣￣￣￣￣＼
|　 ◉　◉  |　/                                             \
\　　 ▱　/ ∠       作业都写完了吗           /            
  ＼　　 イ　   \     没有写完还在逛B站  /
／　　　＼　    \_____________________/
/　|　　　 \ \　
|　|　　　  | |     
|    |               | |"
语隼,5,保密,1596562875,1,1,啊这....车是罗密欧，那个小姐姐是朱丽叶，你是.......
白天歌手的粘液块,5,男,1596552888,0,1,我什么时候看了这个纪录片？
这是小号---,3,保密,1596531272,0,1,我朋友说不是他
SjWu_QAQ,5,男,1556872016,0,1,不行了，再看下去我期中要挂科了
红豆稀饭泥,5,保密,1555770263,0,1,无中生有为隐性
香菇炖只因面,5,保密,1550978648,0,1,看见标题，盲猜谢罪[蛆音娘_滑稽]
魂wo,5,保密,1550939746,0,1,无中生友，刻意接近，绝对有问题，没人会倒贴
喜羊羊踢你,5,保密,1550583745,0,1,哇，哔哩哔哩和黄金眼在一起了
血色野狼,6,男,1550577841,0,1,这期文案炸裂！！！！！！！！！！！！！111各种梗
北柔_,4,男,1550564918,1,1,**，封面是我们师兄
三月玖号,5,男,1550560795,0,1,哈哈哈俩害了
账号已注销,0,保密,1550551373,0,1,生拉硬操
账号已注销,0,保密,1550535049,0,1,我还真遇上过说自己武夷山卖茶的骗子  话术都一样。。
百技艺行,6,男,1550494426,0,1,下回说说游戏拖吧，曾经中过招。
普冷姆plum,6,男,1550490473,0,1,哇，1818黄金眼竟然会玩梗啦(°∀°)ﾉ
福多喜大酒店,6,男,1550485465,0,1,文艺复兴小哥比在座大多数人都有钱[小电视_赞]
夏威夷衫,6,保密,1550466386,0,1,1818黄金梗
一只蠢萌的老年糕,6,男,1550455198,0,1,不过电视机前的大人们可能看不懂这么多梗(￣3￣)太可惜了，他们没法体会乐趣了
JP一生推,6,男,1550430821,0,1,干脆叫皮眼
静瞑丶惘然,5,男,1550427173,0,1,评论为什么这么少
他们说好了不说,5,保密,1550407833,0,1,封面怎么这么秀
柠檬果茶四季春,6,保密,1550398538,0,1,哈哈哈哈哈哈哈哈没想到小编也是jo厨
方正夜明,6,保密,1550395206,0,1,狗是作案工具还是同伙的那个B，你是个天才
76902668356_bili,3,保密,1550380981,0,1,老同学是那个老太太吗？
沙沙_我年方十六,6,女,1550372150,0,1,有合集啦，非常开心ヽ(○^㉨^)ﾉ♪。
我头上有多云,5,女,1550369764,0,1,怎么感觉问题都么解决
陆呆虎,5,女,1550368009,1,1,后面最后的音乐是jojo嘛？！
爱她就偷她电瓶,3,男,1550363074,0,1,这个世界太疯狂，耗子都给猫当伴娘……(=・ω・=)
你发一千集又能怎么样,5,男,1550362270,4,1,罗密欧与朱丽叶是泰坦尼克号上那对吗？
克里斯猫KurisuCat,6,保密,1550361228,0,1,黄金眼是番剧？！
youmoupis,6,保密,1550359247,0,1,马的这节目好皮啊23333
漫游兔,6,保密,1550354225,0,1,果然黄金眼和网友评论更配呢～
今高野山菌,6,保密,1550343573,0,1,突然发现眉毛哥有点像apex的烟妹
倚桂聆箜篌,5,保密,1550343265,0,1,第五集最后的那个音乐是什么，出处有没有
-Pb,5,男,1550343235,0,1,(°∀°)ﾉ可以可以，越来越骚气了...
真实心理医师Quin_33,5,男,1550342325,0,1,4396?
鱼家小哥哥,6,保密,1550341783,0,1,我的天？？？潮牌联名见得多了……1818都有联名？？？
我永远喜欢日枝田史绪,6,男,1550339455,0,1,哇，这期可以啊，梗有点多的啊[2233娘_大笑]
AkinoKowk,5,男,1550338899,0,1,原来1818也是个jo厨？？
I蓝莓,5,保密,1550334844,0,1,北京市第三交通委提醒您，
雷火剣,6,男,1550334823,0,1,视频后期越来越有灵性
就别硬洗了吧,5,男,1550334344,0,1,对面在炸（诈）李大伯
动次打次犁,5,保密,1550333556,0,1,av43591579
是酥油饼酱,6,男,1550333237,0,1,1818是(⊙o⊙)啥？，我qq前四位就是1818...
梦の中でのみ,5,保密,1550333366,0,1,突然冒出的朋友一定是真心的，真心骗你钱的[小电视_害羞]
puntree,5,保密,1550333442,0,1,1818黄金（体）眼
有生之年中奖我就表白,5,保密,1550332856,0,1,"I have a 1818,I have a bilibili.啊~bilibili@黄金眼"
b站楚某人,6,男,1550332652,0,1,1818梗
篠原八雲,6,保密,1550332587,0,1,可能卖玉的就是真的想交个朋友吧……
emiyaApril,6,男,1550332550,0,1,"某位不愿透露名字的金先生hhh
@吉尔伽美什"
俺村俺贼帅,6,保密,1550331385,0,1,这集剪辑咋这么会玩呢，你们是8是上班偷偷摸鱼看b站啊[芮小凸小凹_666]
Virtual-Over1ord,6,保密,1550331333,1,1,亏你们笑得出来，我是笑不出，眼泪往肚子里流
金牌客服团队,5,男,1550331048,0,1,是不是都tm欠电！
超级铁憨儿,6,保密,1550330765,0,1,快乐源泉哈哈哈
te丶天晴,5,男,1550330477,0,1,无中生友啊。
哦爷的上帝,5,男,1550329701,2,1,封面，我是笑不出来，我跟你们讲，我眼泪在肚子里
麦劳德,5,男,1550329462,0,1,是啊，突然冒出来的女朋友不可靠，所以什么网恋，搭讪都幸好没碰过，浪费时间
三井弓子,5,保密,1550329431,0,1,xswl
开心的斯派克,5,保密,1550329741,2,1,呃，那个封面是谁啊？(;¬_¬)
200斤的灵魂,6,男,1550325649,0,1,这期0分 不符合标题内容
茫茫人海一宅人,5,男,1550324113,0,1,这大兄弟白干了一炮啊 这什么狗友APP啊？求分享
高贵的kd,6,保密,1550322699,0,1,最后竟然还会玩jojo梗，厉害了1818！可惜差一个 to be continued。
豆浆油条xxx,5,男,1550322488,1,1,我不做人啦！！！！！！！[2233娘_大笑][2233娘_大笑][2233娘_大笑][2233娘_大笑]
关无关,6,男,1550321172,0,1,这个剪辑好强啊，很有综艺感
椿芽,6,保密,1550318590,0,1,BGM太优秀了，笑到头掉
死傲娇丶丶,5,保密,1550317423,0,1,1818黄金眼协调bilibili创办的大型电视剧节目第五集[小电视_赞]
弱水_Saiki,6,保密,1550317367,0,1,bgm感觉周华健要被玩坏了
龍胆紫9,5,男,1550317334,1,1,@卢本伟
如果你是我的话,6,保密,1550317128,0,1,这一期做的好用心啊！！！
FN-2199,6,保密,1550317118,0,1,瞧我发现了什么，快乐喷泉（￣▽￣）
早苗の面包店,6,保密,1550316565,0,1,无中生友？难道是那位NB的男人？！[蛆音娘_吃惊]
迪声视界,5,男,1550316325,1,1,看着以为是新闻集锦，实际上的广告宣传，现在感觉1818全力帮助相亲才会赢做宣传，以后出去采访最后都得问一句，你单身吗？要相亲吗？
大up主,6,男,1550316039,1,1,所以说，小八的朋友是   相亲才会赢？
大up主,6,男,1550316033,0,1,所以说，小八的朋友是   相亲才会赢？
条条ww,5,保密,1550316009,0,1,哈哈哈哈哈哈哈哈哈哈哈哈鬼畜眼
掷果潘郎,6,男,1550315978,0,1,无中生友 章口就莱？
抽屉人Luca,6,男,1550315903,0,1,居然有集合[请吃红小豆吧！_吃包]能不能把其他的几期连续剧也整合一下
黑海白夜啊,6,男,1550315857,0,1,"ROUND ABOUT好评！JO厨大欢喜[2233娘_大笑]
                                                  ←To be continued"
谢谢谢谢8888,5,女,1550315497,0,1,8分钟前，啊，开心开心，无中生友，
x550xt,6,保密,1550315495,0,1,1818黄金眼，哔哩哔哩直接看
镜之舞,6,男,1550315405,0,1,五中生有
日月镜official,6,女,1550315297,0,1,无中生友(〜￣△￣)〜
坂承乔斯达,6,男,1550315291,0,1,成番剧了还行，我追了，你们呢？
永远中不了奖的包子,6,保密,1550315260,0,1,1818逐渐走向鬼畜区[请吃红小豆吧！_盯]
晴子大佬,6,保密,1550315203,1,1,第五集呢？无中生“六“？[2233娘_疑问]
XLtip,6,男,1550315159,0,1,前排
这里某猫,6,保密,1550315128,0,1,我今天才发现这个宝藏节目，我爱了，这些熟悉或者不小心错过的身形[小电视_害羞]
凯靐斯基,6,男,1550315111,0,1,港真，罗密欧还挺好的emmmm
雪丸ヘ,5,保密,1550315101,0,1,那么问题来了，第五集呢←_←←_←
集傲娇中二沙雕于一身,6,男,1550315078,0,1,一说到友，我就想起了小朋友，就想到了六老师，……不废话，暴力直接开花
果断这名字,5,保密,1550315066,0,1,没第五集的么(=・ω・=)
NicoPoiDuang～,6,女,1550315018,0,1,养肥再看(〜￣△￣)〜
NotBypass,6,保密,1550315013,0,1,这是在暗示绝地科学家？
思Q心,5,保密,1550315012,0,1,卢本伟牛逼！
xiaobaipiao,6,保密,1550314999,0,1,朋友千万个，良友最重要，交友不规范，脸上两行泪。
二无者,5,男,1550314962,0,1,第五集呢？
鬼而不才,5,男,1550314960,0,1,在一起在一起
大梦一场的Diana,5,男,1550314950,0,1,"六学家：孙悟空到底有几个女朋友啊？
路人：我没有开挂！"
-喧嚣之风-,6,男,1550314903,0,1,我朋友用我的电脑测试外挂
账号已注销,0,保密,1550314899,0,1,"开学的前夜
仍然边开着电视6频道边看b站
不说了去赶作业了"
老did了,5,保密,1550314895,0,1,消费过世主播，举报了[蛆音娘_滑稽]
我就吸一口,6,男,1550314875,0,1,@科技猿人 出来挨打[小电视_笑]
天亦Rayson,6,男,1550314860,2,1,(･∀･)
赤之泪-,6,保密,1550314853,0,1,[小电视_笑]在占一个第五
赤之泪-,6,保密,1550314847,0,1,我第四
赤之泪-,6,保密,1550314843,0,1,我第三
赤之泪-,6,保密,1550314840,0,1,哈哈哈我第二
六元月亮-,5,女,1550316790,0,1,又是你的语气越来越活跃了23333
动态发美图的小基,5,保密,1550314929,0,1,一说起无中生友，我就想到章程恩的便携式小朋友[蛆音娘_滑稽][蛆音娘_滑稽][蛆音娘_滑稽]
一生之敌弹幕姬,5,男,1550930215,2,2,无中生友卢本伟(=・ω・=)
breddybae,3,保密,1629819105,0,0,只有一季吗
打鱼飞飞,5,女,1629528985,0,0,"300旅行7天薅羊毛我熟[doge]在这教给大家两种办法，前提是那种99免费玩七天等很便宜的不良旅行社组织的。
方法1，蹭他们机票飞过去，一般住宿都是挺不错的那种大酒店，住一晚第二天一大早赶紧早起跑路，只要你跑的够快，旅行社的人抓不住你，你就可以自己玩去了，想啥时候回家就啥时候回去。（风险就是被抓住了可能要挨揍[微笑]）
2，就是和旅行社正常玩，后面肯定会带你们去买玉石之类的（前提是买过后能退货的那种才可以实战此套路，比如云南省就有官方背书，30天内无条件退货），然后你就各种买买买，买完回去前一天赶紧退了，别和任何人说，否则也有被打的风险。"
土豆的倭瓜,5,保密,1623408260,0,0,这个节目 整活第一名[笑哭][笑哭][喜极而泣]
会长大人我男神,5,保密,1610116843,0,0,原来你的类型这么多，是我格局小了
记忆远超三年的网民,5,男,1596559127,0,0,[蛆音娘_滑稽][蛆音娘_滑稽][蛆音娘_滑稽]
老皮颜,5,保密,1596546081,0,0,上头，我追了
我不吃2,5,保密,1596533793,0,0,@黄金眼
电饭锅炸鸡,5,保密,1594548426,0,0,老套路
周棋洛的小汽水,5,保密,1582119909,0,0,这个也有哈哈哈哈哈哈哈
hellodaiz,5,保密,1581183831,0,0,什么时候有第二季
风速蜗牛1986,5,保密,1575446275,0,0,是不是还自我感觉挺好的？在我看来比小丽帮忙差远了
flash浅笑,5,男,1573419941,0,0,什么叫国际新闻啊（战术后仰）
王雨走杰哥,5,男,1572533058,0,0,事实证明阿尔法·罗密欧，真耽误事
颜崽,4,保密,1572500947,0,0,快笑死了
北萌有熊,5,女,1572481513,0,0,这个怎么收藏？？？？
赫尔曼_卡尔_拉姆,5,男,1572433328,0,0,胆子越来越大了，这么大的信息量，咋过的审[喜极而泣][喜极而泣][喜极而泣]
喝茶远目装淡定,6,保密,1572416894,0,0,300块5天不知道能不能从购物店出来
锦音嘤嘤嘤,5,女,1572345085,0,0,我和我爸妈去广西旅游的时候也报了一个旅行团，前面很正常，直到把我们带去一个鸟不拉屎的地方说是卖玉的，那个卖玉的叽里呱啦一大堆说不用买他们家的玉，只需要证明是不是兄弟有没有这个交情，然后我爸是一个要面子的人，老板指着我爸说他怎么考虑，我爸直接拿出银行卡刷了，还是我姐夫去说才把钱要回来的，虽然也才三四千，但是想想还是emmmmm，钱比面子重要啊[小电视_发愁][小电视_发愁]
寂寞呱,5,男,1569774092,0,0,我去连云港那也遇到的，自称哪位富豪的养子，然后。。。
吼吼十一,5,保密,1566658143,0,0,笑死我了
重新开始养小号,6,保密,1563802914,0,0,看完真的笑了，黄金眼简直是快乐的源泉
此名称无法查看,5,男,1562564331,0,0,@李永乐老师官方账号
此名称无法查看,5,男,1562564322,0,0,@李永乐老师官方
此名称无法查看,5,男,1562564312,0,0,@李永乐老师
小潘潘喔,4,保密,1560801301,0,0,怀疑你在开车，但没证据
账号已注销,0,保密,1558959649,0,0,想看太岁合集
美食家骷,6,保密,1557843964,0,0,尼马币，(=・ω・=)(=・ω・=)(=・ω・=)(=・ω・=)
抽象派大师,6,保密,1557147790,0,0,我爸和村的邻居打牌最和打牌娱乐向所有的钱加起来也就几百块然后被警察带走了罚了1000块
这人有毒ㅋㅋㅋ,5,男,1556858483,0,0,多读书吧二逼们，神他妈忍者神龟，挺大个老爷们不觉得丢脸吗？
在下浩然,5,男,1556104217,0,0,"道路千万条，不赌第一条。
娱乐不规范，自己两行泪。"
只要可乐zt,5,保密,1555965299,0,0,开花
迪某,6,男,1555940114,0,0,这节目组真的6啊，从每集玩的梗来看完全不像做新闻的（滑稽
鲨鱼辣椒椒呀,5,男,1555482548,0,0,爱了爱了，
石溪离墨,6,保密,1554973631,0,0,(｡･ω･｡)
不麻麻辣烫,6,保密,1554735394,0,0,"《bilibili@黄金眼》大型连续剧
第一期：av40964489《灵魂拷问》
第二期：av41675896《战术撤退》
第三期：av42378662《神奇的逻辑》
第四期：av42539263《年度测试卷》
第五期：av43617154《无中生“友”》
第六期：av44371917《要不得的“任性”》
第七期：av45022959《意外的“惊喜”》
第八期：av45683626《较真》
第九期：av46344731《“托尼老师”》
第十期：av47027662《“变魔术”》
第十一期：av47738672《真相只有一个》
第十二期：av48381283《“硬核”--汽车篇》"
明天会更新吗,5,女,1554479019,0,0,什么时候和C站合作呀[画风突变]
稳重稳中求胜,6,男,1553367758,0,0,是有一天我的朋友来到了我的家中
soul藤和艾莉,6,男,1552832118,0,0,哈哈哈哈😂在国外笑出猪叫
月考还有向量的内容,5,保密,1552800108,0,0,233333333333333333333333333333333333333
月考还有向量的内容,5,保密,1552800091,0,0,(=・ω・=)
轩玖玖玖,5,保密,1552134481,0,0,"武夷山这事真的有！我去的时候也是这样的说请吃饭我就挑了最便宜的不到两千结果给我一个说是十万的玉坠子还好我机智的退了
　　　 ＿＿＿
　　 ／　　　▲
／￣　 ヽ　■■
●　　　■■
ヽ＿＿＿　　■■
　　　　）＝｜
　　　／　｜｜
　∩∩＿＿とﾉ
　しし———┘"
57724888278_bili,4,男,1551797842,0,0,傻妞归来
芒果椰子双,5,保密,1551547799,0,0,低价旅游团都是购物团啊
东瓜西皮,6,男,1551532882,0,0,4个字 忍者神龟[芮小凸小凹_超棒]
BIGmelon_,5,男,1551530495,1,0,那个车是什么车啊？
万俟嫣,6,女,1551202497,0,0,越来越皮了
哦吼小斌,6,保密,1551097052,0,0,"卢本伟 无中生
友"
勇太的老婆,4,保密,1551013562,0,0,搞笑
卅一一卅,6,女,1551005177,0,0,哈哈哈老同学，嘿嘿😁
小迷路mc,4,保密,1550982584,0,0,一缺三
小迷路mc,4,保密,1550982541,0,0,以后不能直视周华健这首朋友这首歌曲
小迷路mc,4,保密,1550982408,0,0,文艺复兴
顺势而为一王也,5,保密,1550961547,0,0,(=・ω・=)
小小泡面番,6,保密,1550946885,0,0,(°∀°)ﾉ
紫泫丶,6,男,1550937398,0,0,无懈可击
麓上烟雨,6,保密,1550925776,0,0,我也是从小看小八长大的 我今年1岁
zm安暖,5,保密,1550920025,1,0,第6集呢？
新酱biubiubiu,6,保密,1550812441,0,0,好皮噢哈哈哈哈(｀・ω・´)
吧里吧里哇哇,5,保密,1550740621,0,0,拜托你是省台好不好
正版倾尽天下,5,男,1550641517,0,0,竟然出了个这个，好评
无而有反为正,6,保密,1550588121,0,0,看不够啊
大佬鼠_Blink,6,保密,1550585968,0,0,这特喵还能是一个节目？(°∀°)ﾉ
邻家小厨子,5,保密,1550585270,0,0,我想知道怎么看完标题_(:3」∠)_
米克134麻将,5,男,1550584231,0,0,人才咋这么多
_沈岐,6,保密,1550583513,0,0,仁叔你胖了啊
-熊松松-,6,男,1550579461,0,0,？？？？
壮硕的左手,6,男,1550562119,0,0,越来越喜欢玩梗了2333
樱羽Pinkle,5,保密,1550558871,0,0,[洛天依_哈哈哈][洛天依_可以]好看
MemmemThePanda,6,男,1550557260,0,0,很有意思
shiki两仪丶空境,5,保密,1550548627,0,0,这么皮？(°∀°)ﾉ
時間がないのフルル,6,男,1550531081,0,0,纪录片？！
烧伯开,6,保密,1550505340,2,0,第5集这么做的这么接地气的吗？
阿拉尼雅-,6,男,1550503451,0,0,标准结局
叛神者Rebel,6,保密,1550494452,0,0,不行了，被周华健洗脑了
爵士a单刀,4,保密,1550493170,0,0,是你吗？莽羊骑士
我好低俗阿,6,保密,1550492690,0,0,真的会玩
0Ezreal0,5,男,1550489795,0,0,最皮官方
无夹心的饼干,6,保密,1550483271,0,0,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
蓝色茉莉815,3,保密,1550481662,0,0,……
赋粒曳,5,女,1550480141,0,0,笑死我了
原创兄,6,男,1550479006,0,0,总感觉最近的盘点是哔哩哔哩某up主剪的
Hoshino鹿,6,男,1550478671,0,0,@小可儿 05：35
暗访比佛利,6,男,1550475035,0,0,这也太...
我永远单推小希小桃,6,男,1550463320,0,0,最后读评论那个，你吼那么大声干什么嘛[小电视_发愁]
四枫院卡斯,6,男,1550462637,0,0,这该死的新闻竟如此的甜美
一只蠢萌的老年糕,6,男,1550455137,0,0,太优秀了吧
LauMOONing,5,保密,1550451160,0,0,好看好看，支持(⌒▽⌒)
papillonkesan,6,男,1550447980,0,0,无懈可击(=・ω・=)
费德啦,2,保密,1550446854,0,0,卧槽牛逼，没文化的我只能这样说。
想起那段花儿,4,男,1550433157,0,0,ddd
余先生很爱我,4,保密,1550420600,1,0,这是啥频道！哈哈哈哈哈哈哈
小蛇头儿,4,女,1550418585,0,0,好了
有点愁人,5,女,1550415844,4,0,蚂蚁竞走是啥
黑蟾宫,5,保密,1550414046,0,0,我觉得这个封面有点像我同学 所以就进来了
坚守着唯一信仰,6,保密,1550413629,0,0,黄金眼都是自己人
ibtnb070,2,保密,1550413544,0,0,。。。
舞林萌者,5,保密,1550413204,1,0,视频里的卖茶女的视频在哪里看呀(⌒▽⌒)
坷垃笛手,6,男,1550412634,0,0,要 素 过 多
温酒斩化腾___,3,男,1550412201,0,0,封面。。。
我来继承你的火之意志,2,保密,1550411663,0,0,封面是我见过最丑的人
流汗的仓田同学,6,男,1550411548,0,0,雀姬三缺一辣(｡･ω･｡)
GEEK_inthepink,6,保密,1550409592,1,0,是不是相亲才会赢也要入驻B站了(=・ω・=)
Schnaschnappipi,6,保密,1550409261,0,0,你们招人吗我是沙雕我会***沙雕л̵ʱªʱªʱª (ᕑᗢᓫา∗)˒
漫步云端在人间,5,保密,1550405331,0,0,封面秀了
nonopanda1121,2,保密,1550404843,0,0,6161
账号已注销27190,4,男,1550401316,0,0,小虎
Xiao_Huang,5,保密,1550392654,0,0,我就想问一下，那条狗现在怎么样了(=・ω・=)
老阿姨在线秃头,5,女,1550391700,0,0,沙雕
随心随性随缘的幻想,5,男,1550386294,0,0,封面好像百变星君里的一个人
讲究怪要吃人了,4,保密,1550386067,0,0,每周快乐时光好短喔
春庭草木深,5,保密,1550385934,0,0,发现快乐(〜￣△￣)〜
东洱橘Vino,5,保密,1550384554,0,0,上推荐了
